id,STATE,ROAD,LOCATION,LAT,LONG,YEAR_BUILT,OPEN_DESC,OPEN_CODE,ZIPCODE
235840,MD,US 50 WB,0.2 MILE WEST OF MD 18C,38.981667,-76.168333,1950,POOR CONDITION,4,21658
235841,MD,US 301 NB,2.17 MILES N OF MD 300,39.2,-75.9,1955,POOR CONDITION,4,21628
235854,MD,MD 213,0.22 MILE SOUTH OF MD 305,39.048333,-76.061667,1932,POOR CONDITION,4,21617
235890,MD,MD 5,1.47 MILES N OF MD 489,38.223333,-76.456667,1936,POOR CONDITION,4,20667
235921,MD,US 13 SB,0.18 MILE SOUTH OF MD 920,38.165,-75.69,1962,POOR CONDITION,4,21853
236498,MD,GORES MILL ROAD,1.4 MI NE MIDDLETOWN RD,39.68,-76.696667,1904,POOR CONDITION,4,21105
236514,MD,WRIGHTS MILL ROAD,0.37 MI N OF DAVIS AVENUE,39.321667,-76.823333,1986,POOR CONDITION,4,21244
236603,MD,DOGWOOD ROAD,2.74 MILES W OF IS 695,39.316667,-76.791667,1920,POOR CONDITION,4,21244
236557,MD,OLD COURT ROAD,0.4 MI SOUTH OF MD 26,39.358333,-76.785,1972,POOR CONDITION,4,21133
236507,MD,MOUNT GILEAD RD,1.28 MILES NW OF MD 30,39.523333,-76.85,1975,POOR CONDITION,4,21048
236442,MD,DARK HOLLOW ROAD,1.2 MI N OF DOVER ROAD,39.566667,-76.815,1925,POOR CONDITION,4,21020
236446,MD,GORSUCH MILL RD,200 FT N OF FALLS RD,39.58,-76.758333,1979,POOR CONDITION,4,21020
236447,MD,DOGWOOD ROAD,200' SW OF HOLLOFIELD RD,39.315,-76.793333,1929,POOR CONDITION,4,21244
236472,MD,PAINTERS MILL RD,0.5 MI NW REISTERTOWN RD,39.411667,-76.778333,1954,POOR CONDITION,4,21117
236324,MD,BALTIMORE STREET,0.02 MI NE OF GREEN ST,39.651667,-78.763333,1956,POOR CONDITION,4,21501
234929,MD,US 40 EBR,0.09 M W OF KEHNE ROAD,39.426667,-77.486667,1969,POOR CONDITION,4,21714
235446,MD,SEMINARY ROAD,0.10 MI E OF MD 192,39.7,-78.308333,1964,POOR CONDITION,4,25422
236040,MD,IS 70 WB,0.33 MILE WEST OF US 11,39.616667,-77.786667,1964,POOR CONDITION,4,21795
236059,MD,IS 70 EB,0.01 MILE WEST OF US 522,39.7,-78.183333,1965,POOR CONDITION,4,21750
236082,MD,IS 70 EB,1.34 MILES WEST OF MD 63,39.641667,-77.83,1966,POOR CONDITION,4,21795
236083,MD,IS 70 WB,1.34 MILES WEST OF MD 63,39.641667,-77.83,1966,POOR CONDITION,4,21795
236085,MD,IS 70 EB,1.61 MILES WEST OF US 81,39.63,-77.81,1965,POOR CONDITION,4,21795
236086,MD,IS 70 WB,1.61 MILES WEST OF US 81,39.63,-77.81,1965,POOR CONDITION,4,21795
236101,MD,IS 70 EB,1.35 MILES EAST OF MD 632,39.605,-77.73,1968,POOR CONDITION,4,21734
236129,MD,US 40,0.03 MI W OF FREDERICK CO,39.536667,-77.606667,1968,POOR CONDITION,4,21713
238983,MD,RT. 198,.20 MI E OF BALD EAGLE DR,39.09225,-76.767889,1940,POOR CONDITION,4,20755
233791,MD,IS 68,0.54 MILE EAST OF US 220,39.646667,-78.78,1968,POOR CONDITION,4,26753
234127,MD,US 1,0.78 MI N OF IS 895,39.226667,-76.696667,1930,POOR CONDITION,4,21227
234151,MD,US 40 EBR,ON HARFORD CO LINE,39.421667,-76.375,1935,POOR CONDITION,4,21010
234152,MD,US 40 WBR,ON HARFORD CO LINE,39.421667,-76.375,1935,POOR CONDITION,4,21010
234169,MD,MD 137,0.11 MI W OF MD 889,39.7,-77.565,1955,POOR CONDITION,4,21720
234206,MD,MD 140,ON CARROLL CO LINE,39.49,-76.87,1946,POOR CONDITION,4,21048
234232,MD,IS 695 IL,0.18 MI S OF US 1,39.255,-76.688333,1957,POOR CONDITION,4,21228
234239,MD,IS 695 IL,0.96 MILE NORTH OF US 1,39.261667,-76.706667,1957,POOR CONDITION,4,21228
234241,MD,MD 144,0.05 MI E OF WADE AVENUE,39.7,-77.98,1957,POOR CONDITION,4,21722
234245,MD,CROSBY ROAD,0.6 MI S OF IS 70,39.7,-77.955,1961,POOR CONDITION,4,21722
234263,MD,IS 695,0.74 MILE NORTH OF MD 26,39.36,-76.746667,1961,POOR CONDITION,4,21244
234298,MD,PUTTY HILL AVENUE,@ IS 695,39.7,-77.846667,1961,POOR CONDITION,4,21767
234332,MD,MIDDLETOWN ROAD,@ IS 83,39.7,-77.52,1958,POOR CONDITION,4,17250
234415,MD,MD 695 OL,@ MD 695 & MD 702,39.321667,-76.483333,1972,POOR CONDITION,4,21237
234664,MD,MD 222,0.84 MILE NORTH OF MD 276,39.615,-76.126667,1930,POOR CONDITION,4,21904
234679,MD,MD 273,2.14 MI W OF DELAWARE,39.698333,-75.828333,1964,POOR CONDITION,4,19351
234830,MD,MD 140,ON CARROLL CO LINE,39.678333,-77.235,1925,POOR CONDITION,4,21787
234878,MD,IS 70 EBR,0.53 MI W OF MD 144 FA,39.403333,-77.393333,1957,POOR CONDITION,4,21701
234879,MD,IS 70 WBR,0.53 MI W OF MD 144 FA,39.403333,-77.393333,1957,POOR CONDITION,4,21701
234865,MD,US 15 NBR,0.15 MILE NORTH OF MD 26,39.443333,-77.403333,1957,POOR CONDITION,4,21701
237651,MD,WEST CHAPEL ROAD,0.6 MILES S OF MD 156,39.555,-76.173333,1930,POOR CONDITION,4,21001
237662,MD,GLENVILLE ROAD,2.1 MILES NE OF MD 22,39.586667,-76.231667,1930,POOR CONDITION,4,21028
237670,MD,CHESTNUT HILL ROAD,0.6 MILES NW OF MD 543,39.605,-76.348333,1900,POOR CONDITION,4,21154
237706,MD,ST CLAIR BRIDGE RD,1.7 MILES S OF MD 165,39.645,-76.428333,1961,POOR CONDITION,4,21084
237708,MD,TROYER ROAD,1.5 MILES NE OF MD 23,39.633333,-76.526667,1940,POOR CONDITION,4,21161
237740,MD,TRAPPE CHURCH ROAD,1.1 MILES SW OF MD 161,39.63,-76.223333,1952,POOR CONDITION,4,21034
237748,MD,ABINGDON ROAD,0.1 MILES N OF US 40,39.456667,-76.268333,1940,POOR CONDITION,4,21009
237886,MD,MORGNEC ROAD,0.2 MI E OF MD RTE 298,39.27,-75.936667,1928,POOR CONDITION,4,21628
238441,MD,ROXBURY ROAD,0.1 MI W OF ALT US RTE 40,39.551667,-77.681667,1920,POOR CONDITION,4,21734
238447,MD,SPRECHER ROAD,0.68 MI S OF BAKERSVILLE,39.515,-77.778333,1920,POOR CONDITION,4,21733
238464,MD,MARBLE QUARRY ROAD,0.4 MI NW OF MD RTE 67,39.456667,-77.671667,1920,POOR CONDITION,4,21756
238749,MD,IS 895,Milepost M10.2,39.27,-76.556667,1958,POOR CONDITION,4,21265
234882,MD,US 15 NBR,0.46 MILE SOUTH OF MD 15D,39.625,-77.418333,1957,FAIR CONDITION,5,21788
234885,MD,US 340,0.63 MILE EAST OF MD 180,39.355,-77.571667,1961,FAIR CONDITION,5,21755
234895,MD,US 340 EBR,4.33 MILES EAST OF MD 180,39.365,-77.505,1966,FAIR CONDITION,5,21755
234898,MD,US 15 SB,0.65 MILE N OF US 15BU,39.691667,-77.323333,1965,FAIR CONDITION,5,21727
234838,MD,IS 270 NB,1.0 N OF BR NO 1007400,39.381667,-77.41,1950,FAIR CONDITION,5,21701
234839,MD,IS 270 SB,1.0 N OF BR NO 1007400,39.381667,-77.41,1950,FAIR CONDITION,5,21701
234827,MD,MD 140,0.11 MI N OF MD 904F,39.7,-77.32,1932,FAIR CONDITION,5,21727
234828,MD,MD 140,0.72 MI S OF MD 904G,39.7,-77.296667,1932,FAIR CONDITION,5,21727
234906,MD,IS 70 WBR,1.96 MILES EAST OF MD 17,39.48,-77.538333,1968,FAIR CONDITION,5,21773
234927,MD,IS 70 EBR,0.28 MILE WEST OF US 40AL,39.425,-77.488333,1969,FAIR CONDITION,5,21714
234939,MD,MD 75,0.24 MI S OF MD 144FB,39.7,-77.84,1973,FAIR CONDITION,5,21767
234794,MD,MD 26,0.34 MILE EAST OF MD 31,39.481667,-77.226667,1932,FAIR CONDITION,5,21762
234842,MD,IS 270 NB,2.96 MILES NORTH OF MD 80,39.353333,-77.393333,1950,FAIR CONDITION,5,21717
234843,MD,IS 270 SB,2.96 MILES NORTH OF MD 80,39.353333,-77.393333,1950,FAIR CONDITION,5,21717
234844,MD,PARK MILLS ROAD,0.48 MI S OF MD 355,39.7,-77.895,1950,FAIR CONDITION,5,21722
234777,MD,US 15 SB,0.57 MILE NORTH OF MD 355,39.463333,-77.401667,1950,FAIR CONDITION,5,21701
234792,MD,MD 26,0.2 MILE WEST OF MD 194,39.453333,-77.371667,1932,FAIR CONDITION,5,21793
234796,MD,MD 28,0.98 MI W OF MONT CO,39.245,-77.44,1931,FAIR CONDITION,5,20842
234663,MD,MD 222,0.88 MILE SOUTH OF US 1,39.66,-76.156667,1900,FAIR CONDITION,5,21918
234636,MD,US 1,.54 MILE NORTH OF MD 591A,39.693333,-76.125,1933,FAIR CONDITION,5,21918
234397,MD,IS 195 NBR,0.35 MILE SOUTH OF IS 95,39.231667,-76.706667,1969,FAIR CONDITION,5,21227
234398,MD,IS 195 SBR,0.35 MILE SOUTH OF IS 95,39.231667,-76.706667,1969,FAIR CONDITION,5,21227
234353,MD,IS 70 WBR,0.54 MILE WEST OF IS 695,39.306667,-76.755,1964,FAIR CONDITION,5,21244
234379,MD,SELFORD ROAD,0.13 MI N OF IS 195,39.7,-77.813333,1970,FAIR CONDITION,5,21767
234359,MD,IS 70,0.3 MI W OF BALTO CITY,39.7,-77.938333,1968,FAIR CONDITION,5,21722
234489,MD,MD 151B RAMP 8,0.4 MILE SOUTH OF MD 158,39.233333,-76.465,1957,FAIR CONDITION,5,21222
234566,MD,MD 26,1.04 M W OF BALTO CO LINE,39.395,-76.905,1954,FAIR CONDITION,5,21104
234608,MD,MD 140,2.69 MILE NORTH OF MD 832,39.613333,-77.078333,1963,FAIR CONDITION,5,21776
234620,MD,MD 140,0.91 MILE SOUTH OF MD 832,39.646667,-77.14,1964,FAIR CONDITION,5,21787
234292,MD,OLD HARFORD ROAD,0.09 MI N OF MD 41,39.7,-77.83,1961,FAIR CONDITION,5,21767
234305,MD,IS 95 SBR,0.72 MILE NORTH OF MD 588,39.35,-76.495,1962,FAIR CONDITION,5,21237
234251,MD,IS 70 RAMP 'B' EB,2.89 MI E OF HOWARD CO,39.305,-76.745,1966,FAIR CONDITION,5,21207
234252,MD,IS 70 RAMP 'F' WB,2.89 MI E OF HOWARD CO,39.305,-76.745,1966,FAIR CONDITION,5,21207
234260,MD,IS 695,1.12 MILE NORTH OF IS 70,39.321667,-76.745,1961,FAIR CONDITION,5,21207
234271,MD,MD 129,0.05 MI N OF MD 129A,39.7,-77.83,1961,FAIR CONDITION,5,21767
234272,MD,STEVENSON ROAD,0.50 MI N OF MD 129,39.7,-77.826667,1961,FAIR CONDITION,5,21767
234276,MD,IS 695 RAMP 'G',0.19 MI N OF MD 25,39.408333,-76.666667,1961,FAIR CONDITION,5,21022
234205,MD,RUXTON ROAD,0.26 MI W OF MD 25,39.7,-77.823333,1961,FAIR CONDITION,5,21767
234234,MD,IS 695 IL,0.77 MILE NORTH OF IS 95,39.256667,-76.691667,1957,FAIR CONDITION,5,21228
234185,MD,IS 83 NBR,1.42 M N OF TIMONIUM ROAD,39.455,-76.646667,1950,FAIR CONDITION,5,21030
234186,MD,IS 83 SBR,1.42 M N OF TIMONIUM ROAD,39.455,-76.646667,1950,FAIR CONDITION,5,21030
234156,MD,US 40,0.67 MILE WEST OF MD 43,39.375,-76.44,1935,FAIR CONDITION,5,21162
234159,MD,US 40,0.65 MI E OF MD 7,39.316667,-76.515,1935,FAIR CONDITION,5,21237
234153,MD,US 40 EBR,0.31 MI W OF JONES RD,39.408333,-76.39,1935,FAIR CONDITION,5,21010
234154,MD,US 40 WBR,0.31 MI W OF JONES RD,39.408333,-76.39,1935,FAIR CONDITION,5,21010
234149,MD,MD 30,0.62 MILE NORTH OF MD 795,39.483333,-76.83,1936,FAIR CONDITION,5,21071
233790,MD,IS 68,0.29 MI W OF KELLY RD,39.646667,-78.773333,1968,FAIR CONDITION,5,26753
233783,MD,IS 68,0.92 MILE WEST OF MD 952,39.656667,-78.748333,1964,FAIR CONDITION,5,21501
233784,MD,IS 68,@ S JOHNSON ST,39.65,-78.761667,1968,FAIR CONDITION,5,21501
233785,MD,MD 956,0.18 MI W OF W VA LINE,39.565,-78.851667,1967,FAIR CONDITION,5,21557
233786,MD,MD 956,ON WEST VIRGINIA LINE,39.563333,-78.851667,1967,FAIR CONDITION,5,21557
233734,MD,MD 144,0.37 MI E OF US 40AF,39.695,-78.548333,1957,FAIR CONDITION,5,21530
238982,MD,RT 198,.15 MI E OF BALD EAGLE DR,39.092061,-76.76865,1984,FAIR CONDITION,5,20755
238978,MD,BROADFOOT RD,0.16 MI. E TAYLOR AVE,39.094389,-76.743333,1940,FAIR CONDITION,5,20755
236274,MD,WATERCLIFF STREET,0.01 MI S OF WATER STA RD,39.571667,-78.971667,1955,FAIR CONDITION,5,21539
236275,MD,MAIN ST-LONACONING,0.02 MI E OF MD 36,39.57,-78.976667,1957,FAIR CONDITION,5,21539
236279,MD,SHAFT ROAD,0.13 MI W OF MD 936,39.626667,-78.94,1940,FAIR CONDITION,5,21543
236100,MD,IS 70 WB,0.52 MILE EAST OF MD 632,39.605,-77.745,1968,FAIR CONDITION,5,21740
236119,MD,IS 70 RAMP 'B',0.08 MI W OF MD 66,39.525,-77.558333,1968,FAIR CONDITION,5,21773
236121,MD,IS 70 EB,2.59 MILES EAST OF US 40,39.586667,-77.64,1968,FAIR CONDITION,5,21721
236134,MD,IS 70 EB CD,0.35 MI W OF US 11,39.616667,-77.786667,1964,FAIR CONDITION,5,21795
236135,MD,IS 70 WB CD,0.35 MI W OF US 11,39.616667,-77.786667,1964,FAIR CONDITION,5,21795
236077,MD,IS 70 EB,1.84 MILES EAST OF MD 68,39.651667,-77.888333,1965,FAIR CONDITION,5,21722
236089,MD,IS 70 WB,0.53 MILE WEST OF IS 81,39.623333,-77.791667,1965,FAIR CONDITION,5,21795
236091,MD,IS 70 EB,0.33 MILE EAST OF IS 81,39.613333,-77.783333,1965,FAIR CONDITION,5,21795
236092,MD,IS 70 WB,0.33 MILE EAST OF IS 81,39.613333,-77.783333,1965,FAIR CONDITION,5,21795
236103,MD,IS 70 EB,0.18 MILE EAST OF MD 65,39.605,-77.726667,1968,FAIR CONDITION,5,21734
236104,MD,IS 70 WB,0.18 MILE EAST OF MD 65,39.605,-77.726667,1968,FAIR CONDITION,5,21734
236105,MD,IS 70 EB,0.57 MILE WEST OF US 40AL,39.603333,-77.713333,1968,FAIR CONDITION,5,21734
236106,MD,IS 70 WB,0.57 MILE WEST OF US 40AL,39.603333,-77.713333,1968,FAIR CONDITION,5,21734
236107,MD,IS 70 EB,1.07 MILES WEST OF US 40,39.6,-77.703333,1965,FAIR CONDITION,5,21734
236108,MD,IS 70 WB,1.07 MILES WEST OF US 40,39.6,-77.703333,1965,FAIR CONDITION,5,21734
236109,MD,BEAVER CREEK RD,0.75 MI W OF US 40,39.49,-77.55,1965,FAIR CONDITION,5,21773
236095,MD,BOWER AVENUE,0.68 MI S OF US 11,39.436667,-77.536667,1968,FAIR CONDITION,5,21769
236096,MD,IS 70 EB,1.35 MILES WEST OF MD 65,39.606667,-77.755,1966,FAIR CONDITION,5,21740
236097,MD,IS 70 WB,1.35 MILES WEST OF MD 65,39.606667,-77.755,1966,FAIR CONDITION,5,21740
236060,MD,US 522,.545 MILE NORTH OF MD 894,39.7,-78.183333,1965,FAIR CONDITION,5,21750
236065,MD,US 40 EB,2.72 M W OF BIG POOL ROAD,39.655,-78.05,1965,FAIR CONDITION,5,21722
236066,MD,IS 70 EB,0.27 MILE EAST OF US 40,39.651667,-78.046667,1965,FAIR CONDITION,5,25427
236039,MD,IS 70 EB,0.33 MILE WEST OF US 11,39.616667,-77.786667,1964,FAIR CONDITION,5,21795
236069,MD,MD 56,1.46 MILES S OF US 40,39.238333,-77.505,1964,FAIR CONDITION,5,21790
236024,MD,IS 81 SB,0.57 MILE NORTH OF MD 58,39.67,-77.735,1958,FAIR CONDITION,5,21767
236054,MD,US 11,0.92 MILE NORTH OF MD 63,39.405,-77.54,1965,FAIR CONDITION,5,21769
236057,MD,IS 70 EB,0.09 MILE WEST OF US 522A,39.7,-78.188333,1965,FAIR CONDITION,5,21750
236058,MD,IS 68 WB,3.78 MILES E OF MD 144WB,39.7,-78.188333,1965,FAIR CONDITION,5,21750
236045,MD,IS 68 EB,1.0 MILE WEST OF IS 70,39.7,-78.203333,1965,FAIR CONDITION,5,21750
236046,MD,IS 68 WB,1.0 MILE WEST OF IS 70,39.7,-78.203333,1965,FAIR CONDITION,5,21750
236047,MD,IS 81 NB,0.88 MI N OF WEST VA LINE,39.586667,-77.816667,1965,FAIR CONDITION,5,21795
236048,MD,IS 81 SB,0.88 MI N OF WEST VA LINE,39.586667,-77.816667,1965,FAIR CONDITION,5,21795
236049,MD,IS 81 NB,ON WEST VIRGINIA LINE,39.585,-77.828333,1965,FAIR CONDITION,5,21781
236050,MD,IS 81 SB,ON WEST VIRGINIA LINE,39.585,-77.828333,1965,FAIR CONDITION,5,21781
235847,MD,US 301 NB,ON KENT CO LINE,39.261667,-75.865,1955,FAIR CONDITION,5,21651
235848,MD,US 301 SB,ON KENT CO LINE,39.261667,-75.865,1967,FAIR CONDITION,5,21651
235845,MD,US 301 NB,0.48 M S OF KENT CO LINE,39.255,-75.866667,1955,FAIR CONDITION,5,21651
236001,MD,US 340,0.18 MILE EAST OF MD 67,39.331667,-77.686667,1963,FAIR CONDITION,5,21758
235982,MD,US 40,0.27 MILE EAST OF MD 64,39.635,-77.705,1941,FAIR CONDITION,5,21740
235987,MD,US 40,1.54 MILES EAST OF MD 66,39.558333,-77.623333,1936,FAIR CONDITION,5,21713
235445,MD,FOREST GLEN ROAD,.86 W OF MD 97,39.7,-78.316667,1964,FAIR CONDITION,5,25422
236029,MD,IS 70 EB,2.3 MILES E OF MD 144WB,39.685,-78.103333,1960,FAIR CONDITION,5,21750
235700,MD,TEMPLE HILL RD,1.32 MI N OF MD 414,39.7,-78.57,1963,FAIR CONDITION,5,21530
235689,MD,D'ARCY ROAD,1.44 MI N OF MD 4,39.7,-78.521667,1964,FAIR CONDITION,5,21530
235424,MD,PERSIMMON TREE RD,0.06 MI S OF MD 996,39.7,-78.353333,1962,FAIR CONDITION,5,17211
235430,MD,MD 191,1.9 MILES NORTH OF MD 190,39.7,-78.318333,1962,FAIR CONDITION,5,25422
235432,MD,GREENTREE RD,@ IS 495,39.7,-78.308333,1962,FAIR CONDITION,5,25422
235433,MD,FERNWOOD RD,@ IS 495,39.7,-78.308333,1962,FAIR CONDITION,5,25422
235180,MD,MARRIOTTSVILLE RD,0.91 MI E OF US 40,39.7,-77.936667,1968,FAIR CONDITION,5,21722
235183,MD,US 40 WB,US 40 @ IS 70,39.301667,-76.91,1968,FAIR CONDITION,5,21794
235187,MD,MD 100 EB,0.92 MILE WEST OF US 1,39.7,-78.073333,1970,FAIR CONDITION,5,21750
235188,MD,MD 100 WB,0.92 MILE WEST OF US 1,39.7,-78.073333,1970,FAIR CONDITION,5,21750
235189,MD,MD 175 EB,0.49 MILE NORTH OF US 1,39.7,-78.103333,1970,FAIR CONDITION,5,21750
235190,MD,MD 175 WB,0.49 MILE NORTH OF US 1,39.7,-78.101667,1970,FAIR CONDITION,5,21750
235195,MD,GUILFORD ROAD,1.74 MILES N OF US 1,39.7,-78.123333,1970,FAIR CONDITION,5,21750
235205,MD,MD 216 EB,1.56 MILES N OF PG CO,39.7,-78.168333,1970,FAIR CONDITION,5,21750
235206,MD,MD 216 WB,1.56 MILES N OF PG CO,39.7,-78.166667,1970,FAIR CONDITION,5,21750
235225,MD,MD 94,0.40 MILE N OF MD 144A,39.7,-77.886667,1975,FAIR CONDITION,5,21722
235300,MD,US 301 NB,0.99 M S OF CECIL CO LINE,39.365,-75.815,1955,FAIR CONDITION,5,21650
235301,MD,US 301 SB,0.99 M S OF CECIL CO LINE,39.365,-75.815,1962,FAIR CONDITION,5,21650
235038,MD,US 1,ON CECIL CO LINE,39.66,-76.175,1927,FAIR CONDITION,5,21918
235052,MD,US 1,1.1 MILES S OF US 1BU,39.555,-76.368333,1964,FAIR CONDITION,5,21050
235056,MD,US 40,0.26 MILE WEST OF MD 132B,39.523333,-76.143333,1935,FAIR CONDITION,5,21001
235069,MD,MD 22,0.39 MILE WEST OF MD 132B,39.515,-76.158333,1968,FAIR CONDITION,5,21001
235099,MD,US 1,0.96 MILE NORTH OF MD 147,39.52,-76.373333,1963,FAIR CONDITION,5,21014
235100,MD,US 1,1.44 MILES N OF MD 147,39.526667,-76.37,1963,FAIR CONDITION,5,21014
235136,MD,US 29 SB,0.54 MILE SOUTH OF US 40,39.27,-76.818333,1966,FAIR CONDITION,5,21041
235137,MD,US 29 NB,1.35 MILES SOUTH OF IS 70,39.276667,-76.821667,1966,FAIR CONDITION,5,21041
235138,MD,US 29 SB,1.35 MILES SOUTH OF IS 70,39.276667,-76.821667,1966,FAIR CONDITION,5,21041
235154,MD,US 29 NB,0.68 MILE SOUTH OF MD 99,39.296667,-76.825,1966,FAIR CONDITION,5,21041
235159,MD,US 40,0.49 M W OF DOGWOOD DRIVE,39.278333,-76.853333,1939,FAIR CONDITION,5,21041
235161,MD,US 40,0.5 MI W OF BALTIMORE CO,39.3,-76.786667,1936,FAIR CONDITION,5,21244
235172,MD,US 29 NB,0.44 MILE SOUTH OF MD 99,39.296667,-76.825,1966,FAIR CONDITION,5,21041
235174,MD,MD 100 EB,0.79 MILE WEST OF US 1,39.7,-78.075,1970,FAIR CONDITION,5,21750
236325,MD,WASHINGTON STREET,0.6 MI W OF CUMBERLAND ST,39.658333,-78.77,1930,FAIR CONDITION,5,21501
236327,MD,CUMBERLAND STREET,0.6 MI E OF WASHINGTON ST,39.651667,-78.768333,1929,FAIR CONDITION,5,21501
236331,MD,UNION STREET,0.03 MI S OF MD 36,39.565,-78.98,1914,FAIR CONDITION,5,21539
236396,MD,HESS ROAD,1.8 MI E OLD YORK ROAD,39.558333,-76.531667,1978,FAIR CONDITION,5,21111
